ID,text,stance,aspect_span,opinion_span,aspect_catetegory
1360452535929212929,anonymised text,negative,15:257,0:271,11
1367862622599659522,anonymised text,positive,0:124,0:243,3
1365743514320068614,anonymised text,positive,8:124,8:124,0
1367945960018481155,anonymised text,positive,0:138,1:242,1
1367363128044908548,anonymised text,negative,82:133,0:135,4
1368288515914661896,anonymised text,neutral,0:267,0:267,1
1361327693975928837,anonymised text,positive,0:281,0:281,9
1367708804708659200,anonymised text,negative,12:167,12:167,6
1367945469855338497,anonymised text,positive,0:99,0:99,3
1366675359417081860,anonymised text,neutral,28:128,0:206,4
1360618888191500291,anonymised text,positive,30:140,30:183,16
1365809172844060681,anonymised text,positive,154:246,6:248,16
1368295739772829696,anonymised text,positive,0:76,0:76,1
1367149606627377153,anonymised text,negative,18:25,0:133,16
1359183563481116675,anonymised text,negative,132:246,132:246,15
1366993249689239552,anonymised text,positive,20:123,20:125,0
1367739067312570369,anonymised text,positive,17:198,17:198,1
1367293830089818112,anonymised text,neutral,18:136,18:136,3
1365557791797182465,anonymised text,negative,0:121,0:121,3
1367104635144523777,anonymised text,positive,7:58,0:145,3
1366852078463811586,anonymised text,negative,68:159,12:233,5
1367209929183023105,anonymised text,positive,28:69,12:103,0
1367814236156682245,anonymised text,positive,36:50,0:50,1
1368277156376154113,anonymised text,positive,101:244,21:246,11
1359287983061561344,anonymised text,positive,95:175,95:177,16
1368057303337930752,anonymised text,positive,18:71,18:73,0
1365796020831940613,anonymised text,positive,6:71,6:212,20
1366748220274040835,anonymised text,positive,102:125,18:150,0
1367534495591772163,anonymised text,positive,42:50,0:50,16
1367610630409056257,anonymised text,neutral,128:229,104:251,22
1367405073131835399,anonymised text,negative,10:192,0:194,3
1366847857035247617,anonymised text,positive,5:37,5:37,3
1361232215791833088,anonymised text,positive,0:61,0:61,12
1367807333385052168,anonymised text,positive,16:66,16:185,1
1361386844529643522,anonymised text,positive,0:120,0:156,12
1366334404558118912,anonymised text,positive,0:67,0:67,4
1367772400675356673,anonymised text,negative,5:118,0:159,3
1360108328773242886,anonymised text,positive,5:179,5:179,8
1366567687816679426,anonymised text,positive,0:182,0:182,12
1366953518528163840,anonymised text,negative,14:124,0:128,4
1360255057204293637,anonymised text,negative,38:275,38:275,23
1367165059097591817,anonymised text,negative,144:176,0:176,3
1367387329556590596,anonymised text,negative,6:267,6:267,3
1359221210488451073,anonymised text,positive,67:95,0:97,9
1367652617422139395,anonymised text,positive,129:226,0:228,4
1366732331252404227,anonymised text,positive,45:60,0:123,16
1366885447868309508,anonymised text,positive,43:82,6:84,3
1373177754812751872,anonymised text,positive,166:193,8:193,0
1367837517744050179,anonymised text,positive,0:52,0:52,1
1368139741422645248,anonymised text,positive,54:81,0:280,3
1366996641505419267,anonymised text,negative,76:121,76:123,19
1367565828607139841,anonymised text,neutral,22:119,6:121,4
1360384553894912004,anonymised text,neutral,0:222,0:222,11
1367535057200644097,anonymised text,positive,12:93,12:93,5
1373410619488149511,anonymised text,positive,28:97,0:99,1
1367190845397598208,anonymised text,positive,17:42,12:49,1
1367952102442549248,anonymised text,neutral,0:65,0:114,1
1367895665934794753,anonymised text,negative,44:248,6:248,19
1366119790029471752,anonymised text,positive,0:264,0:264,20
1367818466720239616,anonymised text,negative,7:215,7:276,4
1373650697263190021,anonymised text,neutral,19:213,19:213,3
1367600006077759489,anonymised text,positive,15:101,0:103,5
1361111114856026112,anonymised text,negative,6:49,6:51,15
1366504621729062914,anonymised text,positive,0:147,0:147,20
1359445465700446208,anonymised text,positive,98:165,0:167,20
1366698075427909640,anonymised text,positive,129:161,65:174,4
1366383294682697730,anonymised text,negative,0:153,0:155,6
1368147321649852418,anonymised text,positive,23:72,23:139,1
1367493672657428488,anonymised text,positive,140:148,0:233,16
1368274930677219331,anonymised text,neutral,93:214,93:263,4
1368016339248377859,anonymised text,positive,25:44,0:249,0
1359445092822618113,anonymised text,positive,0:255,0:255,12
1367592321919807490,anonymised text,negative,59:283,21:283,19
1367159342395518979,anonymised text,positive,106:153,36:155,4
1366851550862340108,anonymised text,negative,21:136,0:250,3
1368212637612470280,anonymised text,negative,68:111,18:215,4
1367364182585323521,anonymised text,positive,0:132,0:191,4
1366999154090795009,anonymised text,negative,9:113,0:115,20
1373327322758180865,anonymised text,neutral,56:163,0:253,3
1367954627581280258,anonymised text,positive,0:273,0:273,16
1366451367192240133,anonymised text,positive,20:74,0:74,4
1368280490118111238,anonymised text,positive,56:221,56:255,4
1359574934771666952,anonymised text,positive,6:95,6:95,16
1359103022597480454,anonymised text,positive,18:80,18:177,12
1367434400896487425,anonymised text,positive,7:122,7:182,0
1359825714971877376,anonymised text,positive,20:82,12:271,20
1367519799643951113,anonymised text,positive,19:90,19:90,1
1367525069031956480,anonymised text,positive,35:80,35:140,1
1368254009287524362,anonymised text,positive,89:184,0:186,16
1368278981888335874,anonymised text,negative,0:105,0:198,3
1366425588374908931,anonymised text,neutral,0:148,0:225,3
1368371400684183555,anonymised text,positive,51:131,51:133,4
1367219137513091072,anonymised text,positive,0:120,0:120,20
1373683613003358212,anonymised text,negative,83:153,54:234,5
1367619720166445059,anonymised text,negative,139:220,139:220,3
1367942928492945411,anonymised text,positive,6:206,6:208,0
1373466495490142226,anonymised text,negative,51:198,51:223,3
1358726820322037760,anonymised text,positive,4:181,4:181,12
1367783944398209026,anonymised text,negative,0:246,0:246,3
1358724060272803840,anonymised text,negative,0:156,0:176,15
1368396109056532482,anonymised text,positive,178:239,12:241,4
1368273966247337985,anonymised text,positive,113:127,0:144,0
1368156541166174213,anonymised text,positive,0:45,0:84,17
1366562302716166151,anonymised text,negative,93:112,8:187,0
1373715785542205459,anonymised text,neutral,0:62,0:98,4
1368164127844282369,anonymised text,positive,28:69,6:185,0
1366284106347249670,anonymised text,negative,225:303,24:303,19
1367456450633748480,anonymised text,neutral,37:229,0:229,3
1367566029828870148,anonymised text,negative,106:249,84:257,0
1366459579840794627,anonymised text,positive,19:165,19:217,20
1368192337071996943,anonymised text,positive,6:112,6:137,1
1360686499721842689,anonymised text,negative,98:246,0:246,15
1358703301970153472,anonymised text,positive,60:183,0:183,12
1366486292943486980,anonymised text,negative,12:133,12:267,0
1368273694695563266,anonymised text,negative,4:66,4:101,22
1366948631794827266,anonymised text,negative,0:136,0:136,4
1368248926780989440,anonymised text,positive,26:55,0:91,1
1365853621276078082,anonymised text,positive,0:161,0:248,3
1368287702433562631,anonymised text,positive,0:48,0:158,1
1368236448588107776,anonymised text,positive,12:106,12:141,5
1366479873619988481,anonymised text,positive,0:124,0:155,20
1366830165058281480,anonymised text,negative,35:100,35:100,7
1366477797586333696,anonymised text,positive,0:78,0:78,4
1367195280232349700,anonymised text,negative,57:238,57:238,19
1358929388767752194,anonymised text,positive,0:51,0:66,9
1359332002261008385,anonymised text,positive,0:146,0:146,9
1368233619731398665,anonymised text,positive,0:74,0:74,4
1361412687494746112,anonymised text,positive,0:96,0:96,9
1367503806817312775,anonymised text,neutral,0:110,0:231,20
1367216579084251138,anonymised text,positive,114:145,40:285,4
1367323172136054786,anonymised text,positive,44:272,44:272,4
1367139374396284932,anonymised text,positive,0:38,0:40,1
1373656334042812417,anonymised text,positive,223:277,157:279,16
1366714695328088064,anonymised text,positive,11:36,11:195,0
1366889948230606852,anonymised text,negative,80:259,12:261,21
1367203098717024259,anonymised text,neutral,6:189,6:189,20
1366727057321971712,anonymised text,positive,30:152,10:182,12
1367487917048930317,anonymised text,positive,0:45,0:219,1
1367166166729375745,anonymised text,negative,0:236,0:236,0
1367305452153896965,anonymised text,positive,192:295,18:297,12
1367566023516327936,anonymised text,negative,0:76,0:76,3
1366125053453111296,anonymised text,positive,0:57,0:97,12
1365667083225210881,anonymised text,positive,198:261,183:263,4
1359626502195851272,anonymised text,positive,0:273,0:273,9
1373468443446452225,anonymised text,neutral,25:81,0:83,3
1368192893068996609,anonymised text,positive,6:171,6:171,3
1367571149601730562,anonymised text,negative,246:284,246:286,0
1359766824854773760,anonymised text,positive,202:251,36:301,12
1359238691286364171,anonymised text,positive,83:168,0:226,12
1361333479456317445,anonymised text,positive,0:143,0:203,9
1366515706162941952,anonymised text,negative,0:30,32:179,4
1358690314664505344,anonymised text,negative,0:116,0:245,7
1368089926219132928,anonymised text,negative,0:232,0:232,7
1367579716065124353,anonymised text,neutral,12:268,12:268,0
1368141208174858240,anonymised text,positive,0:68,0:68,1
1367843772990689282,anonymised text,neutral,35:191,35:210,4
1361015778556919814,anonymised text,positive,23:182,23:267,20
1360214899394293764,anonymised text,positive,2:82,2:133,9
1373476649220542464,anonymised text,negative,8:236,8:236,3
1367719334223769602,anonymised text,positive,53:210,0:212,20
1366782906052587525,anonymised text,positive,0:82,0:96,16
1367815700346200078,anonymised text,negative,6:101,6:101,1
1368054021345452036,anonymised text,positive,27:80,9:215,16
1367027408759529473,anonymised text,positive,54:61,0:156,16
1360912103444516864,anonymised text,positive,12:258,12:258,12
1366936884954492928,anonymised text,positive,0:31,0:59,3
1367235888040796163,anonymised text,negative,0:71,0:73,19
1359239308545253380,anonymised text,neutral,43:147,43:204,19
1368057051872600067,anonymised text,negative,40:127,40:129,3
1366846747381760008,anonymised text,positive,33:58,0:112,0
1367539146127003653,anonymised text,negative,12:73,12:75,3
1366088231801024514,anonymised text,negative,24:245,24:245,19
1367303230695206916,anonymised text,positive,0:42,0:81,0
1359160838138040325,anonymised text,positive,69:123,69:163,20
1366507310839861248,anonymised text,positive,17:142,0:144,4
1368310488879280135,anonymised text,positive,74:190,0:273,3
1367140581126848512,anonymised text,negative,6:70,6:121,1
1368165456771702786,anonymised text,positive,0:34,0:101,1
1358561651734306816,anonymised text,negative,162:248,0:248,20
1361406739954995204,anonymised text,positive,51:218,0:218,12
1359863021670174721,anonymised text,neutral,0:57,0:106,20
1368500965746372615,anonymised text,neutral,0:96,0:113,3
1367150749067730947,anonymised text,positive,22:209,0:209,6
1365759282986311681,anonymised text,positive,68:137,0:257,4
1367783287008165889,anonymised text,negative,6:41,6:46,0
1373639603266150401,anonymised text,positive,28:259,28:259,3
1359248719628099594,anonymised text,positive,72:278,72:278,9
1366609447322288130,anonymised text,negative,10:76,10:90,0
1366805039474483208,anonymised text,positive,0:168,0:168,1
1367657119126814723,anonymised text,negative,169:258,6:260,3
1367813217368481797,anonymised text,positive,19:79,0:145,1
1360580350632579079,anonymised text,positive,0:33,0:177,9
1367567529678311428,anonymised text,positive,6:56,6:262,1
1358861028101140482,anonymised text,positive,0:63,0:213,9
1367053832354684929,anonymised text,negative,0:90,0:90,3
1365818561843888130,anonymised text,negative,22:226,6:226,4
1368195532544442371,anonymised text,positive,0:212,0:280,1
1366354269964754948,anonymised text,positive,0:116,0:175,16
1367514930853924865,anonymised text,positive,0:65,0:110,1
1367913096753291265,anonymised text,positive,49:196,49:196,0
1360069409746862083,anonymised text,positive,0:75,0:105,9
1367937887736451073,anonymised text,positive,0:19,0:126,0
1360915527921659906,anonymised text,positive,12:256,12:256,12
1367681472044425219,anonymised text,positive,6:65,0:65,1
1361174506581155840,anonymised text,positive,19:105,19:250,12
1368200995700932618,anonymised text,negative,0:165,0:273,3
1368304742393348108,anonymised text,negative,0:168,0:221,1
1367480539519811584,anonymised text,positive,0:71,0:73,1
1367056577446825988,anonymised text,negative,20:66,0:66,3
1359069514315534339,anonymised text,negative,37:44,0:258,16
1358963011893927938,anonymised text,positive,82:139,82:141,9
1366585623310647297,anonymised text,positive,0:53,0:53,4
1359742719963193355,anonymised text,positive,25:112,0:126,16
1366023180771549184,anonymised text,positive,38:226,38:226,4
1360091250678988800,anonymised text,negative,3:262,3:262,12
1373619855522463749,anonymised text,positive,68:103,0:253,3
1367656347479601153,anonymised text,negative,3:66,0:68,3
1368278172601618440,anonymised text,positive,12:174,12:174,0
1367022559619739652,anonymised text,negative,0:71,0:71,3
1365815789635465216,anonymised text,positive,6:171,6:230,4
1367995845828878336,anonymised text,positive,33:61,0:61,4
1365868936625938432,anonymised text,negative,50:92,6:110,4
1368208288437989379,anonymised text,positive,0:53,0:207,4
1367363019081138180,anonymised text,negative,63:235,0:273,3
1368276362478448647,anonymised text,positive,30:97,30:97,19
1366468951409102848,anonymised text,positive,11:94,11:122,20
1373539002410745856,anonymised text,negative,34:88,0:88,3
1359623091849031681,anonymised text,positive,12:153,12:263,12
1366032935229542401,anonymised text,negative,27:262,12:277,4
1367808789072773121,anonymised text,positive,0:94,0:128,0
1366055274981842950,anonymised text,negative,6:122,6:163,1
1361363431031414785,anonymised text,positive,53:244,0:244,12
1366479213990191105,anonymised text,positive,31:231,0:233,4
1367570686844272647,anonymised text,negative,0:184,0:184,3
1366160758443155457,anonymised text,positive,0:107,0:107,19
1367107643685416960,anonymised text,negative,24:264,24:264,19
1359746223679365127,anonymised text,positive,18:174,18:174,12
1368172817594916867,anonymised text,positive,6:56,6:56,1
1367886788929478660,anonymised text,neutral,42:54,0:54,0
1373584604230262786,anonymised text,positive,0:130,0:132,0
1360433294144385025,anonymised text,negative,18:107,18:107,16
1367485919272566787,anonymised text,positive,0:86,0:150,17
1367435766276759556,anonymised text,positive,28:195,28:195,12
1360936322127560704,anonymised text,positive,3:116,3:178,9
1368002106892947456,anonymised text,positive,95:138,47:277,4
1367714414963621890,anonymised text,neutral,10:240,10:240,3
1359641870863896577,anonymised text,negative,47:107,0:183,11
1366372545184878593,anonymised text,positive,18:155,0:155,12
1358970403050295296,anonymised text,positive,6:96,6:96,8
1360344306662268931,anonymised text,positive,0:186,0:186,11
1368085032540192769,anonymised text,negative,0:182,0:229,1
1373168880835780609,anonymised text,negative,9:67,0:173,3
1361369548788813826,anonymised text,negative,37:187,0:242,20
1360676362009280512,anonymised text,negative,53:168,17:168,11
1367879871339364353,anonymised text,negative,25:150,25:150,19
1360386441419833345,anonymised text,positive,0:45,0:148,9
1367300845650522113,anonymised text,positive,35:94,0:96,16
1367167565089435655,anonymised text,negative,14:64,14:64,3
1368362301007437827,anonymised text,positive,0:48,0:105,7
1361064936315777025,anonymised text,positive,56:167,0:208,12
1365683168666345473,anonymised text,positive,66:139,66:141,4
1358758796177375241,anonymised text,positive,158:245,97:245,8
1360233413060493314,anonymised text,negative,12:58,12:149,8
1368232344017137665,anonymised text,neutral,0:140,0:140,1
1367946583904559107,anonymised text,positive,121:147,18:249,0
1366948541101408256,anonymised text,negative,6:243,6:243,3
1367610663565205511,anonymised text,positive,72:193,72:195,20
1367947036956450826,anonymised text,positive,0:52,0:133,12
1367198283588845568,anonymised text,positive,101:310,101:310,16
1366974491792842754,anonymised text,negative,12:83,12:85,3
1359476853342429187,anonymised text,positive,63:278,63:278,12
1360644166825373704,anonymised text,positive,0:75,0:163,9
1366966016207691776,anonymised text,positive,5:201,5:281,4
1360167134924574720,anonymised text,negative,0:61,0:61,16
1366965844962471939,anonymised text,negative,0:120,0:120,3
1368133653516156931,anonymised text,positive,0:157,0:157,1
1365978326247030787,anonymised text,negative,57:231,57:231,22
1373669056889417738,anonymised text,positive,0:44,0:82,19
1359355805028544512,anonymised text,negative,0:122,0:136,11
1367264421224058894,anonymised text,positive,56:228,30:249,12
1368138697632342016,anonymised text,positive,129:227,0:227,4
1373553931197034496,anonymised text,positive,0:190,0:190,16
1360718561325498371,anonymised text,positive,12:165,12:199,9
1367107909000130560,anonymised text,negative,0:138,0:138,3
1367483669523402754,anonymised text,positive,87:98,57:251,16
1358527008859254784,anonymised text,negative,20:134,0:199,15
1367260067532140544,anonymised text,positive,116:135,59:188,0
1367344052723671052,anonymised text,negative,0:109,0:109,3
1368201004261511171,anonymised text,neutral,0:196,0:196,3
1368151860683575299,anonymised text,negative,0:267,0:267,3
1367544129576648706,anonymised text,neutral,7:205,7:270,22
1361121228258385923,anonymised text,positive,0:54,0:117,12
1367476123211235328,anonymised text,positive,35:64,0:174,0
1366866959976005634,anonymised text,positive,4:249,4:249,4
1367546649858494472,anonymised text,negative,24:103,24:196,3
1360628684147875842,anonymised text,positive,34:248,0:272,20
1368265383853973506,anonymised text,negative,42:116,0:254,4
1359282353236021254,anonymised text,negative,52:173,0:246,11
1367622711355183105,anonymised text,neutral,0:40,0:72,4
1366794060787286028,anonymised text,positive,16:177,16:177,20
1358750286735544323,anonymised text,positive,0:58,0:175,8
1367836535639400448,anonymised text,positive,0:16,0:18,17
1360211074486657026,anonymised text,negative,91:151,6:151,16
1368299494673018884,anonymised text,positive,183:209,183:211,1
1360324220157366272,anonymised text,positive,34:64,6:129,8
1367017496990031875,anonymised text,neutral,46:158,6:158,19
1366536532073586688,anonymised text,neutral,0:48,0:50,4
1368204008687628295,anonymised text,negative,0:67,0:67,22
1368218261117165581,anonymised text,positive,18:99,18:166,4
1367732069107781636,anonymised text,negative,26:45,6:57,0
1360235366532476930,anonymised text,negative,0:103,0:236,13
1368231787927793665,anonymised text,positive,0:75,0:75,4
1373197844107132932,anonymised text,neutral,25:80,16:119,19
1368170591707074561,anonymised text,negative,0:194,0:204,4
1366536420790255617,anonymised text,negative,0:117,0:117,4
1367778882800267266,anonymised text,positive,0:155,0:183,4
1365798828679520260,anonymised text,positive,92:157,76:247,4
1366559899564531713,anonymised text,positive,0:53,0:80,0
1366692501810216962,anonymised text,positive,0:223,0:223,20
1367546772197933064,anonymised text,neutral,0:85,0:85,19
1373407285922439170,anonymised text,negative,0:178,0:178,3
1367134030542430211,anonymised text,neutral,6:254,6:254,16
1367873275364339712,anonymised text,positive,62:106,0:108,17
1366180497433497602,anonymised text,positive,47:54,0:257,16
1368306189302370304,anonymised text,positive,12:133,12:135,4
1360326507294576640,anonymised text,negative,18:81,18:238,11
1365749538850549760,anonymised text,positive,27:228,27:250,0
1366420613183766530,anonymised text,positive,0:34,0:36,16
1365894342750003200,anonymised text,positive,63:243,63:243,3
1367438428871282688,anonymised text,positive,0:123,0:133,1
1359883123580940291,anonymised text,positive,208:237,26:253,8
1360465401126113282,anonymised text,positive,21:74,21:74,9
1368167073487220738,anonymised text,negative,54:271,54:271,3
1365740691733757952,anonymised text,negative,49:96,0:110,3
1368081714497662977,anonymised text,positive,0:101,0:103,3
1366550447755055104,anonymised text,negative,0:149,0:269,4
1358717375529558019,anonymised text,positive,33:73,0:73,16
1367581750327615494,anonymised text,negative,24:230,24:230,4
1373639148075094021,anonymised text,positive,0:52,0:173,1
1359522063074152448,anonymised text,negative,0:98,0:98,11
1361325464183308288,anonymised text,positive,19:175,0:175,12
1366841294841069569,anonymised text,positive,122:167,122:280,1
1359702827942215681,anonymised text,negative,12:243,12:243,12
1367450304363511808,anonymised text,positive,0:56,0:56,1
1366595684212699137,anonymised text,negative,22:249,0:249,23
1365728390729191426,anonymised text,negative,81:163,24:294,18
1368126008432410624,anonymised text,positive,0:101,0:101,1
1367126083200573443,anonymised text,negative,0:68,0:70,7
1360276997554008067,anonymised text,positive,0:61,0:214,9
1367094417417527296,anonymised text,positive,0:242,0:242,17
1366947510003105799,anonymised text,negative,0:74,0:76,3
1366757814568423428,anonymised text,negative,0:81,0:81,19
1367848455226425344,anonymised text,negative,41:77,0:77,4
1368244969161584646,anonymised text,positive,42:248,0:250,20
1360098817161461762,anonymised text,negative,8:117,8:194,0
1367167753530957826,anonymised text,negative,0:63,0:63,3
1366127858674982929,anonymised text,positive,30:254,0:254,5
1368247707563921411,anonymised text,negative,0:59,0:59,3
1368271871922307074,anonymised text,negative,24:296,24:296,3
1367733094652985344,anonymised text,positive,0:77,0:91,0
1367910744398852098,anonymised text,positive,0:234,0:234,12
1373473011995529217,anonymised text,negative,124:187,0:226,3
1359985364748951555,anonymised text,positive,195:220,195:241,16
1367187705856221190,anonymised text,positive,78:223,51:223,8
1358689719027003392,anonymised text,neutral,6:132,6:132,20
1367156837905281032,anonymised text,positive,27:87,0:289,1
1367700828115505157,anonymised text,neutral,0:155,0:155,3
1361396605736398851,anonymised text,positive,0:109,0:109,12
1361104234683326464,anonymised text,positive,34:132,6:195,12
1366831591213969413,anonymised text,negative,0:69,0:69,7
1368255760979877889,anonymised text,negative,0:132,0:196,1
1367088949450010633,anonymised text,negative,0:148,0:243,20
1361031334966214659,anonymised text,positive,0:108,0:315,9
1367596489166499847,anonymised text,positive,37:131,0:133,20
1367892603522478081,anonymised text,positive,31:130,0:130,4
1366201588226777091,anonymised text,neutral,24:140,24:301,0
1367994289943412738,anonymised text,neutral,25:173,2:173,16
1367586571415777280,anonymised text,negative,347:366,300:368,0
1367796101009539074,anonymised text,positive,117:182,27:184,20
1367892497016426500,anonymised text,neutral,82:237,64:237,4
1367059968302710786,anonymised text,negative,0:56,0:56,3
1360219339975258113,anonymised text,neutral,69:134,69:279,15
1367456435639058432,anonymised text,neutral,0:277,0:277,4
1360258394016206853,anonymised text,positive,0:110,0:110,8
1366755535857410054,anonymised text,negative,92:251,0:251,4
1360146777484189697,anonymised text,neutral,91:268,6:268,20
1367824872211165184,anonymised text,neutral,0:282,0:282,3
1358570597807058944,anonymised text,negative,71:263,71:263,11
1361361734716522504,anonymised text,positive,0:177,0:243,12
1367688251545251843,anonymised text,positive,84:153,0:155,4
1367976418899095554,anonymised text,neutral,0:66,0:68,3
1366708369583599616,anonymised text,negative,54:203,0:205,4
1367576286294515713,anonymised text,negative,0:107,0:201,3
1367523005786714115,anonymised text,neutral,88:168,21:200,19
1365945130683953158,anonymised text,positive,91:147,91:191,16
1366896234363904001,anonymised text,negative,24:83,0:192,4
1367900469138427915,anonymised text,positive,8:99,6:267,1
1365796236423426048,anonymised text,positive,0:69,0:69,0
1367907114174316544,anonymised text,positive,86:167,25:280,12
1358878311410061312,anonymised text,positive,8:34,0:38,8
1367136872783314944,anonymised text,positive,34:202,0:202,16
1367109821267378178,anonymised text,negative,0:155,0:198,6
1367976978037567491,anonymised text,positive,0:84,0:84,12
1366325233590833152,anonymised text,positive,25:224,0:224,20
1360927605441114117,anonymised text,negative,156:255,44:255,19
1368123224379293696,anonymised text,negative,123:254,12:254,23
1367873780572430342,anonymised text,positive,15:136,0:174,0
1367779737351946242,anonymised text,positive,90:121,0:155,0
1367845763221516290,anonymised text,positive,6:202,6:202,1
1367898415254867973,anonymised text,positive,61:100,61:165,1
1368338302881984513,anonymised text,positive,55:231,55:231,0
1360802404522881024,anonymised text,positive,34:147,34:212,9
1367167839078121472,anonymised text,neutral,12:118,12:166,4
1367504997777301507,anonymised text,positive,0:93,0:93,1
1367460530902999040,anonymised text,positive,49:93,0:280,0
1367426075047976961,anonymised text,positive,0:150,0:150,20
1366783637266386945,anonymised text,negative,37:72,0:83,0
1368288823826907136,anonymised text,positive,0:50,0:198,1
1367231916982812673,anonymised text,negative,0:66,0:68,3
1365980111091081220,anonymised text,positive,11:113,11:277,16
1368234750423498752,anonymised text,positive,0:257,0:270,16
1367048986440445954,anonymised text,positive,0:43,0:210,0
1359575972941619204,anonymised text,negative,6:156,6:156,15
1367095274255110146,anonymised text,negative,38:271,0:271,19
1367850359029399552,anonymised text,positive,24:94,9:94,4
1366949654668091396,anonymised text,negative,0:70,0:70,4
1367728726411206657,anonymised text,negative,17:36,6:78,01368237698985639937
1367676569192382467,anonymised text,negative,111:161,111:161,3
1366720466342326272,anonymised text,negative,0:180,0:180,6
1360346431924690946,anonymised text,positive,0:119,0:119,9
1368147195917176834,anonymised text,negative,205:281,0:283,4
1359932966785282051,anonymised text,positive,89:272,6:272,8
1359969540508176386,anonymised text,positive,11:102,11:104,9
1367085419976884227,anonymised text,negative,73:153,0:205,4
1367853376059375621,anonymised text,positive,0:68,0:83,0
1365803771012526081,anonymised text,negative,46:176,46:218,4
1367818353298051077,anonymised text,positive,70:101,0:142,3
1358801599116660739,anonymised text,neutral,6:195,6:195,20
1360516098500739076,anonymised text,positive,6:50,6:50,9
1361241333889982466,anonymised text,positive,49:282,0:282,11
1366909956063195150,anonymised text,neutral,0:85,0:85,20
1365639399791296513,anonymised text,neutral,0:101,0:101,4
1361296942400176131,anonymised text,positive,12:150,12:150,16
1367779840250765313,anonymised text,negative,0:60,0:60,3
1360329547162390530,anonymised text,positive,33:265,6:265,12
1373350508358946818,anonymised text,neutral,0:65,0:252,3
1368319603378683904,anonymised text,positive,6:160,6:268,4
1368077652003786758,anonymised text,negative,0:36,0:77,19
1368141596051398658,anonymised text,positive,73:124,6:140,0
1367787299518418944,anonymised text,positive,18:79,18:79,16
1366542292916400129,anonymised text,negative,75:145,75:147,4
1368218390268178432,anonymised text,neutral,87:125,0:283,19
1366889893553700864,anonymised text,negative,0:67,0:255,3
1361058689218727944,anonymised text,negative,0:226,0:285,9
1367100200003776513,anonymised text,neutral,29:131,0:131,3
1367894798439448577,anonymised text,positive,104:213,68:215,16
1366491193652113410,anonymised text,positive,0:84,0:84,20
1367251092334141446,anonymised text,positive,43:214,39:260,12
1360332471020245002,anonymised text,neutral,0:235,0:235,11
1367945765306445829,anonymised text,negative,0:193,0:193,7
1366827949798936576,anonymised text,positive,13:94,0:106,16
1360706577322414091,anonymised text,negative,0:61,0:177,16
1359167565264732161,anonymised text,positive,0:74,0:74,9
1367794011495366656,anonymised text,positive,0:27,0:38,1
1367596386905174018,anonymised text,negative,0:264,0:264,5
1367113535122116613,anonymised text,negative,0:81,0:89,4
1359551595512496130,anonymised text,negative,42:80,0:80,21
1367052779588644866,anonymised text,positive,21:132,0:134,4
1367088504732319744,anonymised text,negative,0:75,0:75,3
1367464016172494852,anonymised text,negative,127:252,127:261,3
1367241958826139648,anonymised text,positive,68:237,68:237,12
1360373105487675394,anonymised text,positive,34:241,0:241,12
1358903839160688643,anonymised text,positive,28:207,28:207,5
1360238962493767680,anonymised text,positive,32:48,0:100,16
1360863047494098944,anonymised text,positive,12:197,0:199,16
1359557307823251462,anonymised text,positive,116:255,0:282,9
1358764614067044354,anonymised text,neutral,64:100,0:128,11
1359128866963546114,anonymised text,negative,0:228,0:228,9
1358780706185486336,anonymised text,negative,0:77,0:98,11
1360149756853551104,anonymised text,negative,0:137,0:137,11
1361021514980745218,anonymised text,negative,36:112,36:186,19
1360313873556008960,anonymised text,positive,16:164,16:164,12
1360476823868502016,anonymised text,positive,0:155,0:155,12
1359555301494562823,anonymised text,positive,0:87,0:107,9
1360018076134035457,anonymised text,positive,0:73,0:165,12
1360399801922248707,anonymised text,positive,6:49,6:72,9
1361299994515562496,anonymised text,positive,59:269,12:269,11
1360311442604490763,anonymised text,negative,2:198,2:255,19
1360366771220271107,anonymised text,positive,30:238,30:238,12
1358784282609688578,anonymised text,positive,32:245,0:247,15
1359531868211867649,anonymised text,positive,0:187,0:187,12
1358830561339596806,anonymised text,negative,24:177,24:312,15
1358854313465044995,anonymised text,negative,0:77,0:77,4
1358988135464460290,anonymised text,negative,77:89,0:210,0
1359691877763723272,anonymised text,negative,0:232,0:232,11
1360037227070251014,anonymised text,positive,12:36,12:38,8
1361071475202150400,anonymised text,negative,0:74,0:189,9
1361203589708996608,anonymised text,negative,0:146,0:259,14
1359500701102198784,anonymised text,positive,25:111,0:111,20
1359463456731193345,anonymised text,positive,0:52,0:118,9
1360737048244715522,anonymised text,positive,0:7,0:240,8
1361248237806628864,anonymised text,positive,114:176,0:176,12
1359581239368384520,anonymised text,positive,82:115,0:121,9
1360385895556333574,anonymised text,positive,0:91,0:142,16
1360107541150138372,anonymised text,positive,0:215,0:215,20
1359195251810910214,anonymised text,positive,20:282,20:282,12
1361217089130745856,anonymised text,positive,58:116,18:152,9
1359977815433699338,anonymised text,positive,0:101,0:135,9
1359249756489273346,anonymised text,negative,13:71,13:71,0
1359944754394402817,anonymised text,positive,6:99,6:99,12
1360040827100098562,anonymised text,positive,0:75,0:75,9
1360062756448329728,anonymised text,positive,46:119,0:119,12
1359921505593937920,anonymised text,neutral,0:101,0:101,11
1360520318964670464,anonymised text,positive,31:245,0:245,11
1360026888547168257,anonymised text,neutral,10:201,0:266,12
